,Extra_disp,Intra_disp,CH_score
"2020-07-16/730297_1A,1B",22967563.78360696,260900333.97834262,430.1240820029727
"2020-07-16/730532_7B,7C",11238981.04501209,246873545.41427144,233.5172416936999
"2020-07-16/730748_A,B",15321995.70649405,209512046.73273632,304.7402624556797
"2020-07-16/731413_1A,1B",3304337.702861029,188903420.558975,56.95112698934028
"2020-07-16/732102_A,B",1013067.5259842479,96776632.85116848,31.4733911884336
"2020-07-16/733216_A,B",15052798.48645055,103645318.48703496,165.24696308426
"2020-07-20/725785_7A,7B",13474047.259437876,229697649.9109435,267.85295635327253
"2020-07-20/728718_1A,1B",64072240.70274206,521457747.7973737,849.2379309956096
"2020-07-20/728955_1B,1C",29108022.529290758,473565742.04632485,448.71148227513027
"2020-07-21/719383_8A,8B",6268566.539742627,251048838.03117228,99.96793132098605
"2020-07-21/720324_1A,1B",8859807.292328687,629325972.5820736,94.1834810066558
"2020-07-21/720519_7B,7C",24418645.711074397,364423330.14138716,433.007876452046
"2020-07-21/720520_7B,7C",57230494.103943326,475740159.64851147,894.2216591228307
"2020-07-21/720976_1A,1B",8599535.756750774,207399203.2740542,189.19880616032574
"2020-07-21/722547_7B,8A",34113199.16514543,346974786.53722996,462.6164596961344
"2020-07-21/722733_4A,4B",3164286.833875944,221001209.64223403,71.12304246678454
"2020-07-21/722815_1A,1B",27714408.09614886,295857684.2392759,504.53244907147763
"2020-07-21/723590_2A,2B",48189516.510627635,247866635.2852264,813.8300497013705
"2020-07-22/705909_8B,8C",27771841.579433843,247973732.59723493,491.79285832538915
"2020-07-22/707707_A,B",17074116.584414613,321826434.3428176,261.96907361784605
"2020-07-22/708683_9B,9C",62351027.24831775,239272594.5100531,984.961998158504
"2020-07-23/711378_5A,5B",27298758.449038934,267042679.5789468,417.75759011159073
"2020-07-23/713670_A,B",2815631.1741885985,267838028.44020095,54.925395936391745
"2020-07-23/717577_B,C",6515441.392465543,287779945.6769514,116.53898587229872
"2020-07-23/717996_10B,11A",8846008.647832496,195732180.27205464,137.70749558136865
"2020-07-23/718731_6B,6C",2919581.562004119,171153747.69193655,53.00677237930571
"2020-07-23/718805_A,B",78768927.56825596,221902038.93710455,1688.1740588029936
"2020-07-24/670525_1A,1B",6451916.23117136,245198095.92331418,88.60665346945154
"2020-07-24/670743_1A,1B",2467729.600707463,33670373.96380867,58.98445870497585
"2020-07-24/700047_1A,1B",8789245.418129196,200291189.14222604,181.7869683887451
"2020-07-25/653549_1A,1B",146980506.9736833,149093818.6897426,5048.413024945989
"2020-07-25/654082_7B,7C",18873662.67949371,224395510.7508637,333.5927740663138
"2020-07-25/656650_A,B",40063639.7420089,329950660.3503227,718.4120518076667
"2020-07-25/662814_1A,1B",32867227.541727528,332693944.25490445,597.0938957337897
"2020-07-25/666806_10A,10B",15020073.48708947,253458403.43586537,231.44783607863474
"2020-07-25/667014_7B,7C",7322472.5679787705,320263162.2662755,134.85599590921274
"2020-07-25/674856_2A,2B",9829626.533054354,344402440.9256255,139.28630493351005
"2020-07-25/675056_10B,10C",6123700.23394669,365789121.3732439,107.63501696367493
"2020-07-25/676429_1A,1B",9889058.60815985,326849352.7533312,188.43255001976394
"2020-07-25/677429_7B,7C",16387242.88245492,401601564.45995605,175.55826474999722
"2020-07-25/692334_11B,11C",3434204.642525063,259220516.61580944,56.65194284806868
"2020-07-25/692717_10A,10B",1136073.9376959405,29119815.813266832,24.266567954215375
"2020-07-25/696917_8B,8C",1996977.2652747452,175820447.98872486,35.625656525812346
